lrp,lat,lon,type,name,district,roadId,chainage,gapPoint
N5_LRP466,26.2942219,88.55825,KmPost,Km post missing,PN,N5,467.892,ROAD
N5_LRP466a,26.2941386,88.55825,Culvert,Box culvert,PN,N5,467.902,ROAD
N5_LRP466b,26.3013611,88.5575,Culvert,Box Culvert,PN,N5,468.692,ROAD
N5_LRP467,26.3031111,88.5570278,KmPost,Tetulia 45 km,PN,N5,468.912,ROAD
N5_LRP468,26.3119167,88.5545278,KmPost,Km post missing,PN,N5,469.912,ROAD
N5_LRP468a,26.3193604,88.5536111,Culvert,Box Culvert,PN,N5,470.772,ROAD
N5_LRP469,26.3208327,88.5535833,KmPost,Panchagarh 2 km,PN,N5,470.922,ROAD
N5_LRP469a,26.3210827,88.5535278,Culvert,Slab culvert,PN,N5,470.955,ROAD
N5_LRP469b,26.3212771,88.5535833,"SideRoad,Right",Right Z 5021,PN,N5,470.992,ROAD
N5_LRP469c,26.3265549,88.5499163,Culvert,Box Culvert,PN,N5,471.784,ROAD
N5_LRP469d,26.3268049,88.549333,"SideRoad,Left",Left Z 5001,PN,N5,471.852,ROAD
N5_LRP469e,26.326916,88.5493052,"Turnoff,Right",Turn off Right,PN,N5,471.857,ROAD
N5_LRP470,26.3268327,88.55,KmPost,Km post missing,PN,N5,471.922,ROAD
N5_LRP470a,26.3298049,88.5526389,Bridge,Start of Bridge,PN,N5,472.305,BRIDGE_START
N5_LRP470b,26.3313604,88.5545833,Bridge,End of Bridge,PN,N5,472.57,BRIDGE_END
N5_LRP470c,26.3316382,88.5548611,Monument,Shahid Minner,PN,N5,472.612,ROAD
N5_LRP471,26.3341386,88.55475,KmPost,Km post missing,PN,N5,472.922,ROAD
N5_LRP472,26.3409441,88.5562222,KmPost,Banglabandha 52 km,PN,N5,473.742,ROAD
N5_LRP472a,26.3419441,88.5565278,Culvert,Box culvert,PN,N5,473.852,ROAD
N5_LRP472b,26.3453608,88.5574444,Culvert,Box Culvert,PN,N5,474.253,ROAD
N5_LRP473,26.3496108,88.5587778,KmPost,Tetulia 37 km,PN,N5,474.742,ROAD
N5_LRP474,26.3583889,88.5609444,KmPost,Tetulia 36 km,PN,N5,475.742,ROAD
N5_LRP475,26.3673327,88.5628611,KmPost,Banglabandha 49 km,PN,N5,476.742,ROAD
N5_LRP475a,26.3748049,88.5632222,Culvert,Box culvert,PN,N5,477.566,ROAD
N5_LRP476,26.3762493,88.5631667,KmPost,Bhojanpur 19 km,PN,N5,477.742,ROAD
N5_LRP476a,26.3793327,88.5629722,Culvert,Box Culvert,PN,N5,478.108,ROAD
N5_LRP477,26.3853052,88.5629167,KmPost,Jogdal 3 km,PN,N5,478.762,ROAD
N5_LRP477a,26.3864441,88.563,Culvert,Box Culvert,PN,N5,478.878,ROAD
N5_LRP478,26.3941108,88.5620556,KmPost,Banglabandha 46 km,PN,N5,479.772,ROAD
N5_LRP479,26.4030278,88.5599722,KmPost,Tetulia 31 km,PN,N5,480.772,ROAD
N5_LRP480,26.4124444,88.5589167,KmPost,Tetulia 30 km,PN,N5,481.882,ROAD
N5_LRP480a,26.4135833,88.5594444,Culvert,Box Culvert,PN,N5,482.02,ROAD
N5_LRP481,26.4200549,88.5623889,KmPost,Banglabandha 43 km,PN,N5,482.792,ROAD
N5_LRP481a,26.4249438,88.5647778,Culvert,Box Culvert,PN,N5,483.4,ROAD
N5_LRP482,26.4286938,88.5650833,KmPost,Tetulia 28 km,PN,N5,483.802,ROAD
N5_LRP482a,26.4288049,88.5650833,Culvert,Box Culvert,PN,N5,483.837,ROAD
N5_LRP483,26.4376108,88.5655278,KmPost,Tetulia 27 km,PN,N5,484.802,ROAD
N5_LRP483a,26.4384719,88.5654444,Culvert,Box culvert,PN,N5,484.908,ROAD
N5_LRP483b,26.4447774,88.5656389,Culvert,Box Culvert,PN,N5,485.597,ROAD
N5_LRP484,26.4466108,88.56575,KmPost,Banglabandha 40 km,PN,N5,485.812,ROAD
N5_LRP485,26.4526111,88.5612222,KmPost,Bhojanpur 10 km,PN,N5,486.822,ROAD
N5_LRP485a,26.4526944,88.5603611,Bridge,Start of Bridge,PN,N5,486.906,BRIDGE_START
N5_LRP485b,26.4527778,88.5598611,Bridge,End of Bridge,PN,N5,486.956,BRIDGE_END
N5_LRP486,26.4584167,88.5555833,KmPost,Infor.missing,PN,N5,487.822,ROAD
N5_LRP487,26.4641389,88.5477774,KmPost,Banglabandha  37 km,PN,N5,488.822,ROAD
N5_LRP487a,26.4692771,88.5406386,Culvert,Box Culvert,PN,N5,489.754,ROAD
N5_LRP488,26.4695271,88.5402497,KmPost,Banglabandha 36 km,PN,N5,489.792,ROAD
N5_LRP488a,26.4749438,88.532666,Culvert,Box Culvert,PN,N5,490.76,ROAD
N5_LRP489,26.4754716,88.5319438,KmPost,Tetulia 21 km,PN,N5,490.852,ROAD
N5_LRP489a,26.4804716,88.5241938,Culvert,Box Culvert (2 Vent),PN,N5,491.812,ROAD
N5_LRP489b,26.4803882,88.5241382,Culvert,Box Culvert (2 Vent),PN,N5,491.822,ROAD
N5_LRP490,26.4803327,88.5238604,KmPost,Bhajanpur 5 km,PN,N5,491.852,ROAD
N5_LRP490a,26.4798049,88.519416,Culvert,Box culvert,PN,N5,492.299,ROAD
N5_LRP490b,26.4792771,88.5155556,Culvert,Box Culvert,PN,N5,492.69,ROAD
N5_LRP491,26.4790271,88.5141667,KmPost,Banglabandha 33 km,PN,N5,492.832,ROAD
N5_LRP491a,26.4773604,88.5071389,Culvert,Box Culvert,PN,N5,493.542,ROAD
N5_LRP492,26.4766938,88.5044722,KmPost,Tetulia 18 km,PN,N5,493.832,ROAD
N5_LRP492a,26.4765271,88.5035833,Culvert,Box culvert,PN,N5,493.888,ROAD
N5_LRP492b,26.4762216,88.5026389,Culvert,Box Culvert,PN,N5,494.028,ROAD
N5_LRP492c,26.4736382,88.4964719,Culvert,Box Culvert,PN,N5,494.702,ROAD
N5_LRP493,26.4728604,88.4956386,KmPost,Banglabandha 31 km,PN,N5,494.832,ROAD
N5_LRP493a,26.4702216,88.4912774,"SideRoad,Left",Left Z 5060,PN,N5,495.369,ROAD
N5_LRP494,26.4682493,88.4888886,KmPost,Banglabandha 30 km,PN,N5,495.684,ROAD
N5_LRP494a,26.4683604,88.4864163,Bridge,Start of Bridge,PN,N5,495.982,BRIDGE_START
N5_LRP494b,26.4693604,88.485583,Bridge,End of Bridge,PN,N5,496.12,BRIDGE_END
N5_LRP495,26.4706382,88.4786382,KmPost,Tetulia 15 km,PN,N5,496.835,ROAD
N5_LRP495a,26.470916,88.4728327,Culvert,Box culvert,PN,N5,497.433,ROAD
N5_LRP496,26.4711938,88.4684438,KmPost,Tetulia 14 km,PN,N5,497.855,ROAD
N5_LRP496a,26.4718327,88.4594167,Bridge,Start of Bridge,PN,N5,498.773,BRIDGE_START
N5_LRP496b,26.4718882,88.4591111,Bridge,End of Bridge,PN,N5,498.811,BRIDGE_END
N5_LRP497,26.4719716,88.4585278,KmPost,Shipaipara 22 km,PN,N5,498.855,ROAD
N5_LRP497a,26.4750827,88.4498052,Culvert,Box Culvert,PN,N5,499.797,ROAD
N5_LRP498,26.4752771,88.4494441,KmPost,Ronchondi 14 km,PN,N5,499.855,ROAD
N5_LRP498a,26.4763882,88.4433886,Culvert,Box culvert,PN,N5,500.493,ROAD
N5_LRP499,26.4763604,88.4397774,KmPost,Banglabandha 25 km,PN,N5,500.855,ROAD
N5_LRP499a,26.4787771,88.435583,Bridge,Start of bridge,PN,N5,501.373,BRIDGE_START
N5_LRP499b,26.4791938,88.4351386,Bridge,End of bridge,PN,N5,501.493,BRIDGE_END
N5_LRP500,26.4808049,88.4310271,KmPost,Tetulia 10 km,PN,N5,501.875,ROAD
N5_LRP501,26.4832771,88.421916,KmPost,Tirroyhat 15 km,PN,N5,502.855,ROAD
N5_LRP501a,26.4837497,88.4187493,Culvert,Box culvert,PN,N5,503.175,ROAD
N5_LRP502,26.4851386,88.4120278,KmPost,Banglabandha 22 km,PN,N5,503.855,ROAD
N5_LRP502a,26.4864163,88.4086389,Culvert,Box Culvert,PN,N5,504.228,ROAD
N5_LRP503,26.4873886,88.4024167,KmPost,Tetulia 7 km,PN,N5,504.855,ROAD
N5_LRP503a,26.4876108,88.4015278,Culvert,Box Culvert,PN,N5,504.955,ROAD
N5_LRP504,26.4884997,88.3924997,KmPost,Banglabandha 20 km,PN,N5,505.855,ROAD
N5_LRP504a,26.488583,88.3916386,Culvert,Box culvert,PN,N5,505.934,ROAD
N5_LRP505,26.4885552,88.3825271,KmPost,Tetulia 5 km,PN,N5,506.835,ROAD
N5_LRP505a,26.488833,88.3786104,Culvert,Box culvert,PN,N5,507.253,ROAD
N5_LRP505b,26.4888886,88.3772493,"SideRoad,Left",Road Left Z5080,PN,N5,507.463,ROAD
N5_LRP505c,26.489333,88.3743882,Culvert,Box Culvert,PN,N5,507.753,ROAD
N5_LRP505d,26.4906108,88.3694716,Culvert,Box Culvert,PN,N5,508.266,ROAD
N5_LRP505e,26.4907497,88.368916,Bridge,Start of bridge,PN,N5,508.323,BRIDGE_START
N5_LRP505f,26.4909997,88.3678604,Bridge,End of Bridge,PN,N5,508.439,BRIDGE_END
N5_LRP506,26.493083,88.3637222,KmPost,Banglabandha 17 km,PN,N5,508.933,ROAD
N5_LRP506a,26.4936386,88.3634722,Culvert,Box Culvert,PN,N5,509.003,ROAD
N5_LRP506b,26.4951941,88.3628611,Culvert,Box Culvert,PN,N5,509.183,ROAD
N5_LRP506c,26.4984719,88.3615556,Culvert,Box Culvert,PN,N5,509.573,ROAD
N5_LRP506d,26.5010833,88.3605833,Bridge,Start of bridge,PN,N5,509.863,BRIDGE_START
N5_LRP506e,26.5011667,88.3605,Bridge,End of Bridge,PN,N5,509.883,BRIDGE_END
N5_LRP507,26.5015833,88.3603333,KmPost,Banglabandha 16 km,PN,N5,509.943,ROAD
N5_LRP507a,26.5056389,88.35875,Culvert,Box Culvert,PN,N5,510.433,ROAD
N5_LRP507b,26.5094444,88.3572778,Culvert,Box Culvert,PN,N5,510.873,ROAD
N5_LRP507c,26.5096111,88.3571944,Culvert,Box Culvert,PN,N5,510.893,ROAD
N5_LRP508,26.5100833,88.357,KmPost,Banglabandha 15 km,PN,N5,510.953,ROAD
N5_LRP508a,26.513,88.3558889,Culvert,Pipe Culvert,PN,N5,511.303,ROAD
N5_LRP508b,26.5131111,88.3558056,Culvert,Pipe Culvert,PN,N5,511.313,ROAD
N5_LRP508c,26.5156944,88.3550278,"SideRoad,Left",Side road left Z5080,PN,N5,511.623,ROAD
N5_LRP510,26.5184438,88.3568333,KmPost,Ronchondi 2 km,PN,N5,512.023,ROAD
N5_LRP510a,26.5254993,88.3608889,Culvert,Box Culvert,PN,N5,512.913,ROAD
N5_LRP511,26.5263604,88.3614167,KmPost,Triyarhat 5 km,PN,N5,513.033,ROAD
N5_LRP511a,26.5328049,88.3642778,Bridge,Start of Bridge,PN,N5,513.808,BRIDGE_START
N5_LRP511b,26.5332216,88.3644167,Bridge,End of Bridge,PN,N5,513.855,BRIDGE_END
N5_LRP512,26.53467392,88.36271258,KmPost,Km post missing,PN,N5,514.033,ROAD
N5_LRP513,26.54280916,88.36874484,KmPost,Banglabandha 11 km,PN,N5,515.033,ROAD
N5_LRP514,26.5509444,88.3747771,KmPost,Banglabandha 10 km,PN,N5,516.033,ROAD
N5_LRP515,26.5588056,88.3790549,KmPost,Tirroyhat 1 km,PN,N5,517.033,ROAD
N5_LRP515a,26.5641944,88.3819438,Culvert,Masonry Culvert,PN,N5,517.711,ROAD
N5_LRP516,26.5669716,88.3834163,KmPost,Banglabandha 8 km,PN,N5,518.033,ROAD
N5_LRP516a,26.5681382,88.384083,Bridge,Start of Bridge,PN,N5,518.177,BRIDGE_START
N5_LRP516b,26.5684993,88.3842774,Bridge,End of Bridge,PN,N5,518.221,BRIDGE_END
N5_LRP517,26.5750827,88.3878608,KmPost,Sttiporipara 2 km,PN,N5,519.033,ROAD
N5_LRP517a,26.582666,88.3920552,Culvert,Box Culvert,PN,N5,519.533,ROAD
N5_LRP518,26.5832216,88.3922774,KmPost,Banglabandha 6 km,PN,N5,520.033,ROAD
N5_LRP518a,26.5896108,88.3957497,Culvert,Box Culvert,PN,N5,520.822,ROAD
N5_LRP519,26.591333,88.3966941,KmPost,Banglabandha  5 km,PN,N5,521.033,ROAD
N5_LRP520,26.5994719,88.401,KmPost,Banglabandha 4 km,PN,N5,522.033,ROAD
N5_LRP520a,26.6001667,88.4013889,Culvert,Box Culvert,PN,N5,522.096,ROAD
N5_LRP521,26.6076667,88.4054722,KmPost,Banglabandha 3 km,PN,N5,523.033,ROAD
N5_LRP521a,26.6146111,88.4090556,Culvert,Box culvert,PN,N5,523.882,ROAD
N5_LRP522,26.6159444,88.4094167,KmPost,Banglabandha  2 km,PN,N5,524.033,ROAD
N5_LRP523,26.62465622,88.41211029,KmPost,Banglabandha  1 km,PN,N5,525.033,ROAD
N5_LRP524,26.6331938,88.41475,KmPost,Banglabandha 0 km,PN,N5,526.013,ROAD
N5_LRPE,26.6332216,88.4148333,Others,"End at N5 at Banglabandha Zero Point ,India Bangladesh Barder.",PN,N5,526.033,ROAD
N5_LRPS,23.7837774,90.3364163,Others,Road Start From Mirpur Bridge Gabtoli,DH,N5,0,BRIDGE_START
N5_LRPSa,23.7846663,90.3341386,Bridge,Bridge End,DH,N5,0.255,BRIDGE_END
N501_LRP001,23.8061389,90.3425274,KmPost,Km post missing,DH,N501,0.952,ROAD
N501_LRP002,23.8143889,90.3406663,KmPost,Ashulia 14km,DH,N501,1.951,ROAD
N501_LRP003,23.8230549,90.3420552,KmPost,Info missing,DH,N501,2.951,ROAD
N501_LRP003a,23.8289716,90.3431941,Culvert,Slice gate,DH,N501,3.914,ROAD
N501_LRP004,23.829666,90.3426108,KmPost,Km post broken,DH,N501,3.951,ROAD
N501_LRP004a,23.837083,90.340083,Culvert,Sluice gate,DH,N501,4.876,ROAD
N501_LRP005,23.8378608,90.3401941,KmPost,info missing,DH,N501,4.951,ROAD
N501_LRP006,23.8453886,90.3410274,KmPost,Ashulia 9km,DH,N501,5.951,ROAD
N501_LRP006a,23.8508611,90.3410552,"SideRoad,Left","N511, Birulia - Ashulia Road",DH,N501,6.611,ROAD
N501_LRP007,23.8534722,90.3428608,KmPost,Ashulia 8km,DH,N501,6.951,ROAD
N501_LRP008,23.8605833,90.3488052,KmPost,Ashulia 7km,DH,N501,7.951,ROAD
N501_LRP009,23.8687493,90.3529722,KmPost,Ashulia 6km,DH,N501,8.951,ROAD
N501_LRP010,23.8605556,90.3543611,KmPost,Ashulia 5km,DH,N501,9.951,ROAD
N501_LRP011,23.8837774,90.3605556,KmPost,Km post Broken,DH,N501,10.951,ROAD
N501_LRPE,23.8922497,90.3618056,Others,The road ends intersecting N302 at Dhour,DH,N501,11.942,ROAD
N501_LRPS,23.7985552,90.3434163,Others,Road start from Diabari More,DH,N501,0,ROAD
N502_LRP001,24.8218882,89.3626389,KmPost,Nababgonj 159 lm,BO,N502,0.01,ROAD
N502_LRP001a,24.8200271,89.35925,Culvert,Box culvert,BO,N502,0.45,ROAD
N502_LRP002,24.8151667,89.3576111,KmPost,Rajshshi 113 km,BO,N502,1,ROAD
N502_LRP002a,24.8105,89.3565833,Culvert,Box culvert,BO,N502,1.537,ROAD
N502_LRP003,24.8063056,89.3561667,KmPost,Km post Broken,BO,N502,2,ROAD
N502_LRP003a,24.8016667,89.3554722,Culvert,Brick Machinary Culvert,BO,N502,2.542,ROAD
N502_LRP004,24.7974163,89.3545,KmPost,Natore 60 km,BO,N502,3.01,ROAD
N502_LRP004a,24.7928608,89.3534444,Culvert,Box Culvert,BO,N502,3.532,ROAD
N502_LRP005,24.7888052,89.3525833,KmPost,Nababgonj 155 km,BO,N502,4,ROAD
N502_LRP006,24.7799993,89.3505278,KmPost,LRP 005 R C C post,BO,N502,5,ROAD
N502_LRP006a,24.7717493,89.3486663,Culvert,Brick Machinary Culvert,BO,N502,5.934,ROAD
N502_LRP007,24.7709438,89.3484719,KmPost,Pabna 117 km,BO,N502,6.02,ROAD
N502_LRP008,24.76225,89.3464441,KmPost,Km post missing,BO,N502,7.02,ROAD
N502_LRP008a,24.7541111,89.344583,Culvert,Brick Manory Culvert,BO,N502,7.936,ROAD
N502_LRP009,24.7533333,89.344333,KmPost,Nawabganj 151 km,BO,N502,8.02,ROAD
N502_LRP010,24.7461663,89.3383886,KmPost,Km post missing,BO,N502,9.02,ROAD
N502_LRP010a,24.7448886,89.3371108,Culvert,Brick Masonry Culvert,BO,N502,9.237,ROAD
N502_LRP011,24.7394997,89.331916,KmPost,Pabna 113 km,BO,N502,10.02,ROAD
N502_LRP012,24.7326382,89.3253049,KmPost,Natore 52 km,BO,N502,11.02,ROAD
N502_LRP012a,24.7290827,89.3212771,Bridge,Start of Bridge,BO,N502,11.62,BRIDGE_START
N502_LRP012b,24.7289438,89.3211104,Bridge,End of Bridge,BO,N502,11.64,BRIDGE_END
N502_LRP013,24.7263882,89.3182493,KmPost,Info missing,BO,N502,12.02,ROAD
N502_LRP014,24.7183327,89.3145833,KmPost,Km post missing,BO,N502,13.02,ROAD
N502_LRP014a,24.7146667,89.3143611,Culvert,Brick Masonry Culvert,BO,N502,13.422,ROAD
N502_LRP015,24.7095278,89.3130833,KmPost,Pabna 109 km,BO,N502,14.02,ROAD
N502_LRP015a,24.7066944,89.3106944,Culvert,Brick Masonry Cxulvert,BO,N502,14.432,ROAD
N502_LRP016,24.7024722,89.3068889,KmPost,Natore 48 km,BO,N502,15.02,ROAD
N502_LRP016a,24.7023333,89.3067222,Culvert,Brick Masonry Culvert,BO,N502,15.042,ROAD
N502_LRP017,24.69548583,89.30056499,KmPost,Nababgonj 143 km,BO,N502,16.03,ROAD
N502_LRP018,24.6885552,89.294333,KmPost,Rajshahi 97 km,BO,N502,17.03,ROAD
N502_LRP019,24.6816382,89.288083,KmPost,Pabna 105 km,BO,N502,18.03,ROAD
N502_LRP020,24.6747493,89.281666,KmPost,Natore 44 km,BO,N502,19.03,ROAD
N502_LRP020a,24.668666,89.2756382,"SideRoad,Right",side road right  Z 5207,BO,N502,19.936,ROAD
N502_LRP021,24.6681104,89.2750549,KmPost,Nababgonj 139 km,BO,N502,20.03,ROAD
N502_LRP022,24.6614167,89.2683604,KmPost,Info missing,BO,N502,21.02,ROAD
N502_LRP023,24.6546111,89.2618611,KmPost,Pabna 101 km,BO,N502,22.02,ROAD
N502_LRP023a,24.6508889,89.2583333,"SideRoad,Left",Side road left Z 5034,BO,N502,22.556,ROAD
N502_LRP024,24.6474441,89.2560556,KmPost,Km post missing,BO,N502,23.02,ROAD
N502_LRP025,24.6395552,89.2511944,KmPost,Nabagonj 135 km,BO,N502,24.02,ROAD
N502_LRP026,24.6482774,89.2463886,KmPost,Info missing,BO,N502,25.02,ROAD
N502_LRP027,24.6242216,89.241833,KmPost,Km post missing,BO,N502,26.02,ROAD
N502_LRP028,24.61475,89.240833,KmPost,Info missing,BO,N502,27.03,ROAD
N502_LRP029,24.6061667,89.240083,KmPost,Km post missing,BO,N502,28.03,ROAD
N502_LRP030,24.5968886,89.2380552,KmPost,Rajshahi 85 km,BO,N502,29.03,ROAD
N502_LRP030a,24.5966108,89.2379441,Bridge,Start of Bridge,BO,N502,29.1,BRIDGE_START
N502_LRP030b,24.596583,89.2379163,Bridge,End of Bridge,BO,N502,29.11,BRIDGE_END
N502_LRP030c,24.5917497,89.2358608,Bridge,Start of Bridge,BO,N502,29.685,BRIDGE_START
N502_LRP030d,24.5916663,89.235833,Bridge,End of Bridge,BO,N502,29.695,BRIDGE_END
N502_LRP031,24.5891386,89.2332216,KmPost,Pabna 93 km,BO,N502,30.03,ROAD
N502_LRP032,24.5824993,89.2265271,KmPost,Km post broken,NT,N502,31.03,ROAD
N502_LRP032a,24.5802771,89.2242493,Others / Others,Bogra RHD end/ Natore RHD Start / Bogra RHD end/ Natore RHD Start,NT,N502,31.513,ROAD
N502_LRP033,24.5758327,89.2198049,KmPost,Km post Broken,NT,N502,32.03,ROAD
N502_LRP033a,24.5736104,89.2175549,Culvert,Brick Masonry Culvert,NT,N502,32.385,ROAD
N502_LRP033b,24.5715271,89.2154444,Culvert,Brick Masonry Culvert,NT,N502,32.708,ROAD
N502_LRP034,24.5693604,89.2128889,KmPost,Km post missing,NT,N502,33.03,ROAD
N502_LRP034a,24.5649722,89.2077778,Culvert,Box culvert,NT,N502,33.802,ROAD
N502_LRP035,24.5635278,89.2060278,KmPost,Km post missing,NT,N502,34.03,ROAD
N502_LRP035a,24.5578333,89.2159444,Culvert,Box Culvert,NT,N502,34.934,ROAD
N502_LRP036,24.5571667,89.2150833,KmPost,Natore 28 km,NT,N502,35.03,ROAD
N502_LRP036a,24.5559167,89.1969719,Bridge,Start of bridge,NT,N502,35.24,BRIDGE_START
N502_LRP036b,24.5556944,89.1967219,Bridge,End of bridge,NT,N502,35.28,BRIDGE_END
N502_LRP036c,24.5552778,89.1963886,"SideRoad,Left",Side road,NT,N502,35.35,ROAD
N502_LRP037,24.5506944,89.1916941,KmPost,Nababgonj 123 km,NT,N502,36.03,ROAD
N502_LRP037a,24.5495552,89.1908608,Bridge,Start of bridge,NT,N502,36.21,BRIDGE_START
N502_LRP037b,24.5494719,89.1908052,Bridge,End of bridge,NT,N502,36.225,BRIDGE_END
N502_LRP038,24.5431941,89.1862497,KmPost,Rajshahi 77 km,NT,N502,37.03,ROAD
N502_LRP038a,24.5431663,89.1695271,Bridge,Start of bridge,NT,N502,37.045,BRIDGE_START
N502_LRP038b,24.5428886,89.1693327,Bridge,End of bridge,NT,N502,37.085,BRIDGE_END
N502_LRP039,24.5357774,89.1806104,KmPost,Info missing,NT,N502,38.03,ROAD
N502_LRP039a,24.5334997,89.1784438,Bridge,Start of bridge,NT,N502,38.39,BRIDGE_START
N502_LRP039b,24.533166,89.1781382,Bridge,End of bridge,NT,N502,38.45,BRIDGE_END
N502_LRP040,24.5290549,89.1741104,KmPost,Natore 24 km,NT,N502,39.03,ROAD
N502_LRP040a,24.5272493,89.1724438,Bridge,Start of bridge,NT,N502,39.315,BRIDGE_START
N502_LRP040b,24.5267493,89.1719438,Bridge,End of bridge,NT,N502,39.385,BRIDGE_END
N502_LRP041,24.5223327,89.1677216,KmPost,Km post missing,NT,N502,40.03,ROAD
N502_LRP041a,24.5181104,89.1636389,Bridge,Start of bridge,NT,N502,40.675,BRIDGE_START
N502_LRP041b,24.5175827,89.1631389,Bridge,End of bridge,NT,N502,40.755,BRIDGE_END
N502_LRP042,24.5157778,89.1613889,KmPost,Km post missing,NT,N502,41.03,ROAD
N502_LRP042a,24.5146944,89.1603333,Bridge,Start of bridge,NT,N502,41.19,BRIDGE_START
N502_LRP042b,24.5141667,89.1598889,Bridge,Endof bridge,NT,N502,41.27,BRIDGE_END
N502_LRP043,24.50875,89.1546389,KmPost,Start of bridge,NT,N502,42.03,BRIDGE_START
N502_LRP043a,24.5083889,89.1542778,Bridge,End of Bridge,NT,N502,42.12,BRIDGE_END
N502_LRP043b,24.5078889,89.1538333,Bridge,Start of bridge,NT,N502,42.21,BRIDGE_START
N502_LRP044b,24.5018056,89.1479719,Bridge,Start of bridge,NT,N502,43.1,BRIDGE_END
N502_LRP044c,24.5017222,89.1478886,Bridge,End of Bridge,NT,N502,43.11,ROAD
N502_LRP044d,24.5013333,89.147583,"SideRoad,Left",Road to Tarash Z 5208,NT,N502,43.19,ROAD
N502_LRP044e,24.4999719,89.1428886,"SideRoad,Left",Road to Chatmohor Z 5209,NT,N502,43.7,ROAD
N502_LRP045,24.4998886,89.1399441,KmPost,Nababgonj 115 km,NT,N502,44.01,ROAD
N502_LRP045a,24.4999163,89.1397219,Bridge,Start of Atrai river bridge,NT,N502,44.03,BRIDGE_START
N502_LRP045b,24.4998886,89.1385274,Bridge,End of bridge,NT,N502,44.155,BRIDGE_END
N502_LRP046,24.4996663,89.1299438,KmPost,Km post missing,NT,N502,45.01,ROAD
N502_LRP046a,24.4989441,89.1251382,"SideRoad,Right",Side road right to Atrai  Z 5469,NT,N502,45.495,ROAD
N502_LRP046b,24.4983886,89.1216104,Bridge,Start of bridge,NT,N502,45.855,BRIDGE_START
N502_LRP046c,24.4983608,89.1214993,Bridge,end of Bridge,NT,N502,45.87,BRIDGE_END
N502_LRP047,24.4982497,89.1202493,KmPost,Km post missing,NT,N502,46,ROAD
N502_LRP047a,24.4977497,89.1173049,Bridge,Start of bridge,NT,N502,46.31,BRIDGE_START
N502_LRP047b,24.4977219,89.117166,Bridge,End of bridge,NT,N502,46.32,BRIDGE_END
N502_LRP048,24.496833,89.1105556,KmPost,Km post missing,NT,N502,47,ROAD
N502_LRP048a,24.4949997,89.1041944,Bridge,Start of bridge,NT,N502,47.685,BRIDGE_START
N502_LRP048b,24.4948608,89.1039722,Bridge,End of bridge,NT,N502,47.705,BRIDGE_END
N502_LRP049,24.4927497,89.1016667,KmPost,Nababgonj 111 km,NT,N502,48,ROAD
N502_LRP049a,24.4912497,89.1006944,"SideRoad,Right",Side road right to Sharkutia  Z 5210,NT,N502,48.255,ROAD
N502_LRP049b,24.4896663,89.1001111,Bridge,Start of bridge,NT,N502,48.44,BRIDGE_START
N502_LRP049c,24.4891663,89.0998886,Bridge,End of bridge,NT,N502,48.49,BRIDGE_END
N502_LRP050,24.4845274,89.0977497,KmPost,Rajshahi 65 km,NT,N502,49,ROAD
N502_LRP050a,24.4839163,89.0972774,Bridge,Start of bridge,NT,N502,49.13,BRIDGE_START
N502_LRP050b,24.4837774,89.0971663,Bridge,End of Bridge,NT,N502,49.17,BRIDGE_END
N502_LRP051,24.479166,89.0901386,KmPost,Km post missing,NT,N502,50,ROAD
N502_LRP051a,24.4755549,89.0837497,Culvert,Box culvert,NT,N502,50.793,ROAD
N502_LRP052,24.4743882,89.0816938,KmPost,Km post missing,NT,N502,51.01,ROAD
N502_LRP053,24.4684993,89.0733882,KmPost,Km post broken,NT,N502,52.01,ROAD
N502_LRP053a,24.4679993,89.0701104,Bridge,Start of bridge,NT,N502,52.44,BRIDGE_START
N502_LRP053b,24.4679716,89.0700549,Bridge,End of bridge,NT,N502,52.452,BRIDGE_END
N502_LRP054,24.4655556,89.065,KmPost,Rajshahi 61 km,NT,N502,53.01,ROAD
N502_LRP054a,24.4646111,89.0629444,Bridge,Star of bridge,NT,N502,53.265,BRIDGE_START
N502_LRP054b,24.4645556,89.0628611,Bridge,End of bridge,NT,N502,53.273,BRIDGE_END
N502_LRP055,24.4614167,89.0561944,KmPost,Km post broken,NT,N502,54.01,ROAD
N502_LRP055a,24.4558611,89.0527778,Others,Sluice gate start,NT,N502,54.802,ROAD
N502_LRP055b,24.4556667,89.0527222,Others,Sluice gate end,NT,N502,54.82,ROAD
N502_LRP056,24.4536944,89.0527222,KmPost,Info missing,NT,N502,55.01,ROAD
N502_LRP056a,24.4487219,89.0472774,Culvert,Box Culvert,NT,N502,55.862,ROAD
N502_LRP057,24.448083,89.0456386,KmPost,Km post missing,NT,N502,56.01,ROAD
N502_LRP057a,24.4477219,89.0449163,"SideRoad,Left",Side road left Gurudaspur Z 5211,NT,N502,56.13,ROAD
N502_LRP057b,24.445833,89.0404997,Bridge,Start of bridge,NT,N502,56.61,BRIDGE_START
N502_LRP057c,24.44578508,89.04035595,Bridge,End of Bridge,NT,N502,56.62,BRIDGE_END
N502_LRP058,24.4439163,89.0347497,KmPost,Km post missing,NT,N502,57.01,ROAD
N502_LRP058a,24.4436663,89.0337497,Bridge,Start of bridge,NT,N502,57.365,BRIDGE_START
N502_LRP058b,24.4436386,89.0336386,Bridge,End of bridge,NT,N502,57.38,BRIDGE_END
